# Copyright (c) 1966-2020 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2020-12-19
# IMPORTANT - Please switch to using genemap2.txt, this file (genemap.txt) will be removed August 1st, 2020.
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence (deprecated)	Gene Name	MIM Number	Mapping Method (deprecated)	Comments	Phenotypes	Mouse Gene Symbol
1.213	7	18	14	1p36.11	STPG1, MAPO2, C1orf201		Sperm-tail PG-rich repeat-containing protein 1	615826				4(Stpg1)
1.214	09	19	19	1p36.11	SYF2, P29		SYF2 pre-mRNA splicing factor	607090				
1.215	2	14	08	1p36.11	SYTL1, SLP1, JFC1		Synaptotagmin-like protein 1	608042				
1.216	10	22	20	1p36.11	TENT5B, FAM46		Terminal nucleotidyltransferase 5B	619069				
1.217	6	22	14	1p36.11	TMEM50A, SMP1		Transmembrane protein 50A	605348		between RHD and RHCE		
1.218	5	24	13	1p36.11	TMEM57, FLJ10747		Transmembrane protein 57	610301				4(Tmem57)
1.219	2	10	14	1p36.11	TRIM63, RNF28, SMRZ, MURF1		Tripartite motif containing 63	606131				
1.220	2	19	16	1p36.11	TRNP1		TMF1-regulated nuclear protein 1	616824				
1.221	5	29	15	1p36.11	UBXN11, SOC		UBX domain protein 11	609151				
1.222	12	22	15	1p36.11	ZNF593, ZT86		Zinc finger protein 593	616698				
1.223	1	29	16	1p36.11	ZNF683, HOBIT		Zinc finger protein 683	616775				
1.224	11	13	17	1p36.11	WASF2, WAVE2, SCAR2		WAS protein family member 2	605875		?pseudogene on Xp11.21		
1.225	8	28	97	1p36.13	CAPZB, CAPPB		Capping protein (actin filament) muscle Z-line, beta	601572				
1.226	1	8	16	1p36.12	CDC42, TKS		Cell division cycle 42 (GTP-binding protein, 25kD)	116952			Takenouchi-Kosaki syndrome, 616737 (3)	4(cdc42)
1.227	1	1	95	1p35.3	CHC1, RCC1		Regulator of chromosome condensation	179710				4(Chc1)
1.228	5	25	14	1p36.12	DDOST, OST, OST48, CDG1R		Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	602202		mutation (cmpd het) identified in 1 CDG1R patient	?Congenital disorder of glycosylation, type Ir, 614507 (3)	
1.229	7	16	09	1p36.21	DHRS3, RETSDR1		Short-chain dehydrogenase/reductase family, member 3	612830				
1.230	11	17	16	1p36.12	ECE1		Endothelin converting enzyme 1	600423		mutation identified in 1 HCAD patient	?Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3); {Hypertension, essential, susceptibility to}, 145500 (3)	
1.231	5	6	13	1p36.13	EPHA2, ECK, CTPP1, CTPA, ARCC2, CTRCT6		Ephrin receptor EphA2	176946			Cataract 6, multiple types, 116600 (3)	
1.232	4	11	97	1p36.11	EXTL1		Exostosin-like 1	601738				
1.233	8	28	02	1p36.11	HMGN2, HMG17		High-mobility group nucleosomal binding protein 2	163910				
1.234	4	1	01	1p36.12	HSPG2, PLC, SJS, SJA, SJS1		Heparan sulfate proteoglycan of basement membrane (perlecan)	142461			Schwartz-Jampel syndrome, type 1, 255800 (3); Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3)	4(Plc)
1.235	2	28	03	1p36.11	MDS2		Myelodysplasia syndrome gene 2	607305		fused with ETV6 in myelodysplastic syndrome		
1.236	3	6	01	1p36.11	NR0B2, SHP		Nuclear receptor subfamily 0, group B, member 2	604630			Obesity, mild, early-onset, 601665 (3)	
1.237	11	3	98	1p35.3	RNU17A, RNE1		RNA, U17a small nucleolar	180645		in IVS1 of CHC1		
1.238	11	3	98	1p35.3	RNU17B		RNA, U17b small nucleolar	603239				
1.239	12	15	99	1p35.3	RNU17D, U17HG		RNA, U17d small nucleolar	603238				
1.240	8	30	09	1p36.11	RPS6KA1, RSK1		Ribosomal protein S6 kinase, 90kD, 1	601684				
1.241	2	20	98	1p36.21	RSC1A1, RS1		Regulatory solute carrier protein, family 1, member 1	601966				
1.242	12	19	11	1p36.11	SRSF10, FUSIP1, TASR, TASR1, TASR2		Splicine factor, serine/arginine-rich, 10	605221		pseudogenes on chr. 9, 12, 20		
1.243	2	15	96	1p36.11	TCEB3		Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)	600786				
1.244	9	2	09	1q21.1	TRNAN1, TRN1, TRN		tRNA asparagine	189880				
1.245	06	14	19	1p36.12	EPHB2, EPHT3, DRT, ERK, PCBC, CAPB, BDPLT22		eph tyrosine kinase 3 (ephrin receptor EphB2)	600997		mutation identified in 1 BDPLT22 family	{Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3); ?Bleeding disorder, platelet-type, 22, 618462 (3)	4(Ephb2)
1.246	4	23	96	1p36.1-p35	MEMO1		Methylation modifier for class I HLA	601201				
1.247	10	22	95	1p36.13	MFAP2, MAGP, MAGP1		Microfibrillar-associated protein-2	156790				4(Mfap2)
1.248	2	26	95	1p36.12	RAP1GA1		RAP1, GTPase activating protein 1	600278				
1.249	2	4	09	1p36.11	RPL11, DBA7		Ribosomal protein L11	604175			Diamond-Blackfan anemia 7, 612562 (3)	
1.250	01	17	19	1p36.13	SDHB, SDH2, SDHIP, PGL4		Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	185470		1 of 2 polypeptides	Paragangliomas 4, 115310 (3); Pheochromocytoma, 171300 (3); Paraganglioma and gastric stromal sarcoma, 606864 (3); Gastrointestinal stromal tumor, 606764 (3)	
1.251	09	18	20	1p36.11	SLC9A1, NHE1, APNH, LIKNS		Solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	107310			Lichtenstein-Knorr syndrome, 616291 (3)	4(Apnh, Nhe1)
1.252	7	17	01	1p36.11	STMN1, LAP18, SMN		Stathmin	151442				4(Lap18)
1.253	1	1	95	1p36.11	GPR3		G protein-coupled receptor-3	600241				
1.254	3	17	94	1p35.3	OPRD1		Opioid receptor, delta-1	165195				4(Nbor, Oprd1)
1.255	8	12	09	1p36.12	ALPL, HOPS, TNSALP		Alkaline phosphatase, liver/bone/kidney	171760			Hypophosphatasia, infantile, 241500 (3); Hypophosphatasia, childhood, 241510 (3); Odontohypophosphatasia, 146300 (3); Hypophosphatasia, adult, 146300 (3)	4(Akp2)
1.256	3	17	06	1p36.31	ACOT7, BACH, LACH		Acyl-CoA thioesterase 7	602587				
1.257	2	15	06	1p36	AD7CNTP		Alzheimer disease neuronal thread protein	607413				
1.258	1	25	99	1p36.13	ALDH4A1, ALDH4, P5CDH		Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	606811			Hyperprolinemia, type II, 239510 (3)	
1.259	11	7	08	1p36	ALPQTL2		Alkaline phosphatase, plasma level of, QTL 2	612367		linkage with rs1780324	{Alkaline phosphatase, plasma level of, QTL 2} (2)	
1.260	1	11	17	1p36.13	ATP13A2, PARK9, KRPPD, SPG78		ATPase 13A2	610513		mutation identified in 1 family with CLN12	Kufor-Rakeb syndrome, 606693 (3); Spastic paraplegia 78, autosomal recessive, 617225 (3)	4(Atp13a2)
1.261	10	6	09	1p36	BCC1		Basal cell carcinoma, susceptibility to, 1	605462		associated with rs7538876	{Basal cell carcinoma, susceptibility to, 1} (2)	
1.262	5	14	02	1p36	BMND3		Bone mineral density QTL 3	606928		?another locus at 3p21	[Bone mineral density QTL 3] (2)	
1.263	8	31	12	1p36.31-p36.23	CAMTA1, KIAA0833, CANPMR		Calmodulin-binding transcription activator 1	611501			Cerebellar ataxia, nonprogressive, with mental retardation, 614756 (3)	
1.264	2	20	07	1p36.31	CHD5		Chromodomain helicase DNA-binding protein 5	610771				4(Chd5)
1.265	6	19	98	1p36.22	CLCN6		Chloride channel 6	602726				
1.266	11	3	09	1p36.13	CLCNKA		Chloride channel, kidney, A	602024		11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic, 613090 (3)	
1.267	8	24	04	1p36.13	CLCNKB		Chloride channel, kidney, B	602023		unequal crossingover with CLCNKA	Bartter syndrome, type 3, 607364 (3); Bartter syndrome, type 4b, digenic, 613090 (3)	
1.268	3	3	15	1p36.22	CLSTN1, KIAA0911		Calsyntenin 1	611321				4(Clstn1)
1.269	1	4	93	1p36	CMM, MLM, DNS		Cutaneous malignant melanoma/dysplastic nevus	155600		some linkage studies negative; see 9p	{Melanoma, cutaneous malignant, 1} (2)	
1.270	12	30	09	1p36.11	CNR2, CB2, CX5		Cannabinoid receptor 2	605051				
1.271	08	21	19	1p36.33	DVL1, DRS2		Dishevelled segment polarity protein 1	601365			Robinow syndrome, autosomal dominant 2, 616331 (3)	
1.272	2	01	01	1p36.22	CORT		Cortistatin	602784				4(Cort)
1.273	1	20	09	1p36	DEL1p36, C1DELp36		Chromosome 1p36 deletion syndrome	607872		contiguous gene deletion syndrome	Chromosome 1p36 deletion syndrome (4)	
1.274	3	13	06	1p36.23	DJ1, PARK7		Oncogene DJ-1	602533			Parkinson disease 7, autosomal recessive early-onset, 606324 (3)	
1.275	2	23	95	1p36.12	E2F2		E2F transcription factor 2	600426				
1.276	09	19	19	1p35.3	EYA3		EYA transcriptional coactivator and phosphatase 3	601655				4(Eya3)
1.277	07	13	20	1p36.22	FBXO2, FBX2, FBG1, NFB42		F-box protein 2	607112				4(Fbxo2)
1.278	5	29	12	1p36.22	H6PD, GDH, G6PDH, CORTRD1		Hexose-6-phosphate dehydrogenase	138090		digenic triallelic mutations with HSD11B1	Cortisone reductase deficiency 1, 604931 (3)	
1.279	6	9	09	1p36	IBD7		Inflammatory bowel disease 7	605225		associated with rs6426833	{Inflammatory bowel disease 7} (2)	
1.280	4	17	01	1p36.31	ICMT		Isoprenylcysteine carboxylmethyltransferase	605851				
1.281	2	7	17	1p36.11	KDF1, C1orf172, ECTD12		Keratinocyte differentiation factor 1	616758		mutation identified in 1 ECTD12 family	?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type, 617337 (3)	4(Kdf1)
1.282	4	2	01	1p36.12	LUZP1		Leucine zipper protein 1	601422				4(Luzp)
1.283	08	21	19	1p36.22	MAD2L2, MAD2B, FANCV		Mitotic arrest-deficient 2 like 2	604094		mutation identified in 1 FANCV patient; pseudogene on 14q21-q23	?Fanconi anemia, complementation group V, 617243 (3)	
1.284	9	16	03	1p36.23	MIG6, RALT		Mitogen-inducible gene 6	608069				
1.285	3	23	09	1p36.22	MIR34A, MIRN34A		Micro RNA 34A	611172				
1.286	2	23	09	1p36	MS4		Multiple sclerosis, susceptibility to, 4	612596		associated with rs10492972	{Multiple sclerosis, susceptibility to, 4} (2)	
1.287	7	22	11	1p36	MYP14		Myopia 14	610320		between D1S552 and D1S1622	Myopia 14 (2)	
1.288	12	30	02	1p36.31	NPHP4, SLSN4		Nephrocystin 4	607215			Nephronophthisis 4, 606966 (3); Senior-Loken syndrome 4, 606996 (3)	
1.289	7	9	06	1p36.32	PANK4		Pantothenate kinase 4	606162				
1.290	6	1	04	1p36.12	PINK1, PARK6		PTEN-induced putative kinase 1	608309			Parkinson disease 6, early onset, 605909 (3)	
1.291	02	08	19	1p36.13	PLA2G2E		Secretory phospholipase A2, group IIE	618320				
1.292	4	24	18	1p36.31	PLEKHG5, KIAA0720, DSMA4, CMTRIC		Pleckstrin homology domain- and RhoGEF domain-containing protein G5	611101			Spinal muscular atrophy, distal, autosomal recessive, 4, 611067 (3); Charcot-Marie-Tooth disease, recessive intermediate C, 615376 (3)	
1.293	9	28	96	1p36.21	PRDM2, RIZ		PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ)	601196				4(Riz)
1.294	7	09	06	1p36.33	PRKCZ, PKC2		Protein kinase C, zeta form	176982				
1.295	11	29	99	1p36.11	RUNX3, CBFA3, PEBP2A3, AML2		Runt-related transcription factor 3	600210				4(Aml2, Cbfa3)
1.296	6	4	13	1p36.32	SMIM1, VEL		Small integral membrane protein 1	615242			[Blood group, Vel system], 615264 (3)	
1.297	2	12	03	1p36.31	TAS1R1, T1R1		Taste receptor type 1, member 1	606225				4(T1r1)
1.298	2	12	03	1p36.13	TAS1R2, T1R2		Taste receptor type 1, member 2	606226				4(T1r2)
1.299	1	15	14	1p36.33	TNFRSF4, TXGP1L, OX40, ACT35, IMD16		Tumor necrosis factor receptor superfamily, member 4	600315		mutation identified in 1 IMD16 family	?Immunodeficiency 16, 615593 (3)	4(Ox40)
1.300	12	18	98	1p36.22	TNFRSF8, CD30, D1S166E		Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen)	153243				4(Cd30)
1.301	12	18	98	1p36.23	TNFRSF9, ILA, CD137		Tumor necrosis factor receptor superfamily, member 9 (interleukin-activated receptor; Ly63, mouse, homolog of)	602250				(Cd157)
1.302	11	13	18	1p36.32	TP73		p53-related protein	601990		imprinted		
1.303	12	01	20	1p36.13	TRE-TTC3-1, TRNAE1, TRNE, TRE		tRNA glutamic acid (anticodon TTC) 3-1	180640				
1.304	4	21	17	1p36.12	USP48, USP31		Ubiquitin-specific peptidase 48	617445				
1.305	7	9	06	1p36.23	VAMP3		Vesicle-associated membrane protein 3	603657				
1.306	6	27	08	1p36.12	ZBTB40, KIAA0478		Zinc finger- and BTB domain-containing protein 40	612106				
1.307	06	25	19	1p36	ZBTB40IT1		ZBTB40 intronic transcript 1, noncoding	618485				
1.308	1	2	08	1p36.12	ZNF436, KIAA1710		Zinc finger protein 436	611703				
1.309	5	29	02	1p36.11	GALE		UDP galactose-4-epimerase	606953			Galactose epimerase deficiency, 230350 (3)	
1.310	3	12	96	1p36.13	HTR6		5-hydroxytryptamine (serotonin) receptor-6	601109				
1.311	06	19	19	1p36.11	LDLRAP1, ARH, FHCB2, FHCB1, FHCL4		Low density lipoprotein receptor adaptor protein 1	605747			Hypercholesterolemia, familial, 4, 603813 (3)	
1.312	11	18	16	1p36.11	SELENON, SEPN1, SELN, RSMD1, CFTD		Selenoprotein N	606210			Muscular dystrophy, rigid spine, 1, 602771 (3); Myopathy, congenital, with fiber-type disproportion, 255310 (3)	
1.313	11	1	04	1p36-p34	DYX8		Dyslexia, susceptibility to, 8	608995		between D1S552 and D1S1622	{Dyslexia, susceptibility to, 8} (2)	
1.314	12	23	14	1p36.13	PLA2G5, FRFB		Phospholipase A2, group V	601192			[Fleck retina, familial benign], 228980 (3)	4(Pla2g5)
1.315	5	4	00	1p34.3	PABPC4, PABP4, IPABP, APP1		Polyadenylate-binding protein, cytoplasmic, 4	603407				
1.316	12	3	91	1p36.22	SRM, SPS1		Spermidine synthase-1	182891		?pseudogene on 3p14-q21		
1.317	4	29	16	1p36.11	ARID1A, C1orf4, B120, SMARCF1, MRD14, CSS2		AT rich interactive domain 1A, SWI-like	603024			Coffin-Siris syndrome 2, 614607 (3)	
1.318	1	15	13	1p35.3	ATP1F1, IF1		ATPase inhibitory factor 1	614981				
1.319	3	28	11	1p36.11	CATSPER4		Cation channel, sperm-associated, 4	609121				4(Catsper4)
1.320	1	27	04	1p35.1	CSMD2, KIAA1884		Cub and Sushi multiple domains 2	608398				
1.321	7	17	09	1p35.3	GMEB1		Glucocorticoid modulatory element-binding protein 1	604409				
1.322	1	9	17	1p35.3	MECR, NRBF1, DYTOABG		Mitochondrial trans-2-enoyl-CoA reductase	608205			Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities, 617282 (3)	
1.323	11	7	08	1p35.3	MED18		Mediator complex subunit 18	612384				
1.324	2	21	07	1p36.11	PDIK1L		PDLIM1-interacting kinase 1-like	610785				
1.325	7	16	12	1p35.3	PHACTR4		Phosphatase and actin regulator 4	608726				
1.326	2	1	11	1p35.3	PTPRU, GLEPP1, PTPU2		Protein tyrosine phosphatase, receptor type, U	602454				
1.327	5	13	03	1p35.3	SEST2, HI95		Sestrin 2	607767				9(Sest2)
1.328	10	25	17	1p35.3	SMPDL3B, ASML3B		Sphingolyelin phosphodiesterase, acid-like, 3B	617737				
1.329	12	19	11	1p35.3	SRSF4, SFRS4, SRp75		Splicing factor, serine/arginine-rich, 4	601940				
1.330	7	2	18	1p35.3	STX12, STX13		Syntaxin 12	606892				
1.331	9	22	08	1p35.3	TAF12		TAF12 RNA polymerase II, TATA box-binding protein-associated factor, 20kD	600773				
1.332	1	30	18	1p35.3	THEMIS2, C1orf38, ICB1		Thymocyte selection-associated protein family, member 2	617856				
1.333	12	18	14	1p34.3	MEAF6, C1orf149, EAF6		MYST/ESA1-associated factor 6	611001				
1.334	11	09	18	1p34.3	ADPRHL2, ARH3, CONDSIAS		ADP-ribosylhydrolase-like 2	610624			Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures, 618170 (3)	
1.335	1	9	13	1p34.3	ZC3H12A, MCPIP, MCPIP1		Zinc finger CCCH domain-containing protein 12A	610562				
1.336	8	8	13	1p35.2	HCRTR1, OX1R		Hypocretin receptor 1	602392				
1.337	7	16	09	1p35.2	NKAIN1		Na+/K+ transporting ATPase-interacting 1	612871				4(Nkain1)
1.338	08	21	19	1p35.2	PUM1, KIAA0099, SCA47		Pumilio RNA binding family member 1	607204			Spinocerebellar ataxia 47, 617931 (3)	
1.339	4	2	12	1p35.2	SERINC2		Serine incorporator 2	614549				
1.340	7	27	09	1p35.2	SNRNP40, SPF38, PRPF8BP		Small nuclear ribonucleoprotein 40kDa (U5)	607797				
1.341	09	28	20	1p35.2	SPOCD1		SPOC domain-containing protein 1	619038				
1.342	11	3	14	1p35.2	TINAGL1, TINAGRP		Tubulointerstitial nephritis antigen-like protein 1	616064				
1.343	9	24	08	1p36.11	RCAN3, DSCR1L2, MCIP3		Regulator of calcineurin 3	605860				4(Dscr1l2)
1.344	6	12	17	1p35.1	BSDC1		BSD domain-containing protein 1	617518				
1.345	11	23	11	1p35.2	CCDC28B, MGC1203		Coiled-coil domain-containing protein 28B	610162			{Bardet-Biedl syndrome 1, modifier of}, 209900 (3)	
1.346	8	29	02	1p34.3	DNALI1, P28		Dynein, axonemal, light intermediate polypeptide 1	602135				
1.347	3	20	08	1p35.1	FNDC5, FRCP2		Fibronectin type III domain-containing protein 5	611906				4(Fndc5)
1.348	2	18	96	1p34.3	GJA4, CX37		Gap junction protein, alpha-4, 37kD (connexin 37)	121012				(Gja4)
1.349	6	13	17	1p34.3	GJB3, CX31, DFNA2B, EKVP1		Gap junction protein, beta-3	603324		same YAC as GJA4	Erythrokeratodermia variabilis et progressiva 1, 133200 (3); Deafness, autosomal dominant 2B, 612644 (3); Deafness, autosomal recessive (3); Deafness, autosomal dominant, with peripheral neuropathy (3); Deafness, digenic, GJB2/GJB3, 220290 (3)	
1.350	6	13	17	1p34.3	GJB4, CX30.3, EKVP2		Gap junction protein, beta-4	605425			Erythrokeratodermia variabilis et progressiva 2, 617524 (3)	
1.351	11	29	00	1p34.3	GJB5, CX31.1		Gap junction protein, beta-5	604493				
1.352	1	3	17	1p35.1	HMGB4		High mobility group box 4	617285				4(Hmgb4)
1.353	3	26	07	1p35.1	IBRDC3, NKLAM		IBR domain-containing protein 3	610872				
1.354	5	26	13	1p35.2	KPNA6		Karyopherin alpha-6	610563				
1.355	1	14	16	1p35.1	TRIM62, DEAR1		Tripartite motif-containing protein 62	616755				
1.356	01	20	20	1p35.1	ZBTB8A, BOZF1		Zinc finger- and BTB domain-containing protein 8A	618742				
1.357	7	17	14	1p35.1	ZBTB8OS, ARCH		Zinc finger- and BTB domain-containing protein 8, opposite strand	615891				
1.358	4	2	16	1p35.1	ZSCAN20, ZNF31, KOX29		Zinc finger- and SCAN domain-containing protein 20	611315				
1.359	9	1	16	1p35.2	ADGRB2, BAI2		Adhesion G protein-coupled receptor B2	602683				
1.360	5	3	18	1p35	C1DELp35, DEL1p35		Chromosome 1p35 deletion syndrome	617930		SRO 1.03 Mb containing 23 genes	Chromosome 1p35 deletion syndrome (4)	
1.361	8	21	91	1p35	EBVS1		Epstein-Barr virus integration site	132850				
1.362	3	21	93	1p35.3	G1P3, IFI616		Interferon, alpha-inducible protein (clone IFI-6-16)	147572				
1.363	5	26	98	1p35.2	MATN1, CRTM, CMP		Matrilin 1, cartilage matrix protein	115437				
1.364	02	12	19	1p36.13	PLA2G2A, PLA2B, PLA2L, MOM1		Phospholipase A2, group IIA, platelets, synovial fluid	172411		germline mutation identified in 1 CRC patient	{?Colorectal cancer, susceptibility to}, 114500 (3)	4(Pla2g2a)
1.365	7	27	09	1p35.3	PPP1R8, NIPP1, ARD1		Protein phosphatase-1, regulatory subunit-8	602636				
1.366	3	1	01	1p35.2	PTP4A2, PTP4A, PRL2, HH13		Protein tyrosine phosphatase, type 4A, 2	601584				
1.367	4	7	94	1p35.3	RPA2		Replication protein A2, 32kD	179836				
1.368	11	22	16	1p36.12	WNT4, SERKAL		Wingless-type MMTV integration site family, member 4	603490		mutation identified in 1 SERKAL family	?SERKAL syndrome, 611812 (3); Mullerian aplasia and hyperandrogenism, 158330 (3)	4(Wnt4)
1.369	08	21	19	1p35.1	YARS1, YARS, CMTDIC, TYRRS, YTS, YRS		Tyrosyl-tRNA synthetase 1	603623			Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3)	
1.370	8	26	15	1p35.3	YTHDF2		YTH N6-methyladenosine RNA-binding protein 2	610640		fused with AML1 in t(1;21)		
1.371	7	11	16	1p34.3	CSF3R, GCSFR, SCN7		Colony-stimulating factor-3 receptor (granulocyte)	138971			Neutropenia, severe congenital, 7, autosomal recessive, 617014 (3)	
1.372	5	22	14	1p35.2	LCK, IMD22		Lymphocyte-specific protein tyrosine kinase	153390		LCK/TCRB fusion in leukemia; mutation identified in 1 IMD22 patient	?Immunodeficiency 22, 615758 (3)	4(Lck)
1.373	9	29	96	1p35.3	PTAFR		Platelet-activating factor receptor	173393				
1.374	6	8	15	1p35.1	HPCA, DYT2		Hippocalcin, 23kD, Ca2+-binding protein	142622			Dystonia 2, torsion, autosomal recessive, 224500 (3)	
1.375	4	23	08	1p34.3	MRPS15		Mitochondrial ribosomal protein S15	611979				
1.376	5	11	16	1p34.3	AGO1, EIF2C1, GERP95, EIF2C		Argonaute 1, RISC catalytic component	606228				
1.377	7	1	02	1p34.2	CITED4		CBP/P300-interacting transactivator, with glu/asp-rich carboxy terminal domain, 4	606815				
1.378	6	27	08	1p34.3	EIF2C3, AGO3		Eukaryotic translation initiation factor 2C, subunit 3 (argonaute 3)	607355				4(Ago3)
1.379	7	23	03	1p34.3	EIF2C4, AGO4, KIAA1567		Eukaryotic translation initiation factor 2C, 4 (argonaute 4)	607356				4(Eif2c4)
1.380	8	18	98	1p34.2	GUCA2A, GUCA2		Guanylate cyclase activator 2A (guanylin 2, intestinal, heat-stable)	139392				4(Guca2)
1.381	1	22	07	1p35.1	TSSK3, STK22C, STK22D		Testis-specific serine/threonine kinase 3	607660				4(Stk22d)
1.382	1	30	12	1p34.2	EBNA1BP2, EBP2		EBNA1-binding protein 2	614443				
1.383	4	17	13	1p34.3	AKIRIN1		Akirin 1	615164				
1.384	9	10	12	1p34.3	C1orf109		Chromosome 1 open reading frame 109	614799				
1.385	3	24	06	1p34.3	CDCA8		Cell division cycle-associated protein 8	609977		possible pseudogene on chr.7		
1.386	9	10	07	1p34.3	EPHA10		Ephrin receptor EphA10	611123				
1.387	2	28	06	1p34.3	GBD3		Gallbladder disease 3	609919		new D2S255	Gallbladder disease 3 (2)	
1.388	4	1	08	1p34.3	GJA9, CX59		Gap junction protein, alpha-9	611923				
1.389	5	16	05	1p34.3	GNL2, NGP1		Guanine nucleotide-binding protein-like 2	609365				
1.390	06	15	20	1p34.2	HEYL		HES-related bHLH transcription factor with YRPW motif-like protein	609034				
1.391	7	7	13	1p34.3	KIAA0319L, KIAA1837		KIAA0319-like	613535				
1.392	4	6	18	1p34.3	LSM10		Lsm10, U7 small nuclear RNA-associated protein	617909				
1.393	01	07	20	1p34.2	MYCL, LMYC		MYCL protooncogene, bHLH transcription factor	164850				4(Lmyc1)
1.394	2	16	04	1p34.3	NCDN, KIAA0607		Neurochondrin	608458				
1.395	09	19	19	1p34.3	RSPO1, FLJ40906		R-spondin 1	609595			Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, 610644 (3); Palmoplantar hyperkeratosis and true hermaphroditism, 610644 (3)	
1.396	3	11	08	1p35.1	S100PBP, S100PBPR		S100P-binding protein	611889				
1.397	4	10	14	1p34.3	SF3A3, SF3A60, SAP61, PRP9		Splicing factor 3A, subunit 3	605596				
1.398	6	12	17	1p34.3	SNIP1, PMRED		SMAD nuclear interacting protein 1	608241			Psychomotor retardation, epilepsy, and craniofacial dysmorphism, 614501 (3)	
1.399	6	30	05	1p34.3	STK40, SHIK		Serine/threonine protein kinase 40	609437				
1.400	7	2	18	1p34.3	TEKT2, TEKTB1		Tektin 2	608953				
1.401	1	18	12	1p34.3	TFAP2E		Transcription factor AP2-epsilon	614428				
1.402	7	13	15	1p34.3	THRAP3, TRAP150		Thyroid hormone receptor-associated protein 3	603809				
1.403	5	21	07	1p34.3	TRAPPC3, BET3		Trafficking protein particle complex, subunit 3	610955				
